InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
550659,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2011-04-20 09:02:00,2.1,17730.0,United Kingdom,12.600000000000001
562670,84817,DANISH ROSE DECORATIVE PLATE,6,2011-08-08 13:42:00,2.1,14911.0,EIRE,12.600000000000001
581405,22475,SKULL DESIGN TV DINNER TRAY,1,2011-12-08 13:50:00,1.95,13521.0,United Kingdom,1.95
559910,23188,VINTAGE  2 METER FOLDING RULER,12,2011-07-13 14:29:00,1.65,18245.0,United Kingdom,19.799999999999997
559819,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,2011-07-12 16:58:00,4.15,12682.0,France,24.900000000000002
577773,21098,CHRISTMAS TOILET ROLL,2,2011-11-21 15:57:00,1.25,16712.0,United Kingdom,2.5
578944,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-11-27 13:41:00,2.95,16005.0,United Kingdom,2.95
569361,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-10-03 14:59:00,2.08,16183.0,United Kingdom,20.8
572913,23122,PARTY CHARMS 50 PIECES,4,2011-10-26 16:21:00,0.83,15993.0,United Kingdom,3.32
580955,21982,PACK OF 12 SUKI TISSUES ,24,2011-12-06 14:22:00,0.39,12442.0,Spain,9.36
571189,23263,SET OF 3 WOODEN HEART DECORATIONS,12,2011-10-14 11:42:00,1.25,13213.0,United Kingdom,15.0
579350,75049L,LARGE CIRCULAR MIRROR MOBILE,192,2011-11-29 11:48:00,0.85,15218.0,United Kingdom,163.2
545426,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-03-02 14:41:00,2.95,15189.0,United Kingdom,17.700000000000003
539036,16225,RATTLE SNAKE EGGS,24,2010-12-15 14:35:00,0.42,14913.0,United Kingdom,10.08
578689,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-11-25 09:31:00,2.55,15793.0,United Kingdom,81.6
552247,22996,TRAVEL CARD WALLET VINTAGE TICKET,1,2011-05-06 19:48:00,0.42,12748.0,United Kingdom,0.42
573370,23103,JINGLE BELL HEART DECORATION,24,2011-10-30 13:30:00,1.65,16626.0,United Kingdom,39.599999999999994
569824,23247,BISCUIT TIN 50'S CHRISTMAS,6,2011-10-06 12:22:00,2.89,17295.0,United Kingdom,17.34
576069,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,6,2011-11-13 15:57:00,0.42,13603.0,United Kingdom,2.52
544571,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-02-21 13:07:00,1.45,15146.0,United Kingdom,17.4
567196,21424,WOODLAND STORAGE BOX LARGE ,6,2011-09-19 10:09:00,2.95,12379.0,Belgium,17.700000000000003
537419,22189,CREAM HEART CARD HOLDER,8,2010-12-06 15:14:00,3.95,13495.0,United Kingdom,31.6
550514,22332,SKULLS PARTY BAG + STICKER SET,16,2011-04-18 16:49:00,1.65,14631.0,United Kingdom,26.4
553527,22349,DOG BOWL CHASING BALL DESIGN,6,2011-05-17 14:57:00,3.75,15123.0,United Kingdom,22.5
545302,22077,6 RIBBONS RUSTIC CHARM,10,2011-03-01 12:46:00,1.65,14506.0,United Kingdom,16.5
556921,23109,LED TEA LIGHTS,12,2011-06-15 13:50:00,2.89,16038.0,United Kingdom,34.68
565151,22383,LUNCH BAG SUKI DESIGN ,10,2011-09-01 14:29:00,1.65,16923.0,United Kingdom,16.5
572066,23170,REGENCY TEA PLATE ROSES ,12,2011-10-20 13:07:00,1.65,15159.0,United Kingdom,19.799999999999997
571212,23203,JUMBO BAG VINTAGE DOILY ,3,2011-10-14 12:53:00,2.08,12856.0,United Kingdom,6.24
547062,37482P,CUBIC MUG PINK POLKADOT,6,2011-03-20 13:28:00,0.39,16728.0,United Kingdom,2.34
559884,22551,PLASTERS IN TIN SPACEBOY,12,2011-07-13 11:34:00,1.65,16843.0,United Kingdom,19.799999999999997
562341,20725,LUNCH BAG RED RETROSPOT,2,2011-08-04 12:13:00,1.65,15005.0,United Kingdom,3.3
571312,22992,REVOLVER WOODEN RULER ,12,2011-10-17 10:42:00,1.95,12474.0,Germany,23.4
581125,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,2011-12-07 12:41:00,0.79,14087.0,United Kingdom,0.79
551657,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-05-03 12:12:00,2.95,14911.0,EIRE,17.700000000000003
551818,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,18,2011-05-04 11:57:00,0.83,12569.0,Germany,14.94
573358,23320,GIANT 50'S CHRISTMAS CRACKER,12,2011-10-30 12:46:00,2.89,17213.0,United Kingdom,34.68
544586,22748,POPPY'S PLAYHOUSE KITCHEN,4,2011-02-21 15:04:00,2.1,17338.0,United Kingdom,8.4
571655,22138,BAKING SET 9 PIECE RETROSPOT ,12,2011-10-18 12:18:00,4.95,14688.0,United Kingdom,59.400000000000006
568058,22809,SET OF 6 T-LIGHTS SANTA,12,2011-09-23 12:58:00,2.95,18188.0,United Kingdom,35.400000000000006
567043,23390,DOLLY GIRL MINI BACKPACK,2,2011-09-16 11:27:00,4.15,13268.0,United Kingdom,8.3
579427,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3,2011-11-29 13:04:00,2.95,16479.0,United Kingdom,8.850000000000001
571433,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-10-17 13:19:00,0.55,13015.0,United Kingdom,13.200000000000001
558479,21746,SMALL RED RETROSPOT WINDMILL,3,2011-06-29 16:44:00,1.25,17837.0,United Kingdom,3.75
554635,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2011-05-25 11:45:00,1.25,13069.0,United Kingdom,15.0
547841,22698,PINK REGENCY TEACUP AND SAUCER,8,2011-03-27 11:02:00,2.95,16923.0,United Kingdom,23.6
553417,23093,SMALL PARISIENNE HEART PHOTO FRAME ,6,2011-05-17 10:08:00,2.49,13871.0,United Kingdom,14.940000000000001
580640,23498,CLASSIC BICYCLE CLIPS ,2,2011-12-05 12:51:00,1.45,16910.0,United Kingdom,2.9
556731,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-06-14 11:41:00,2.95,18283.0,United Kingdom,17.700000000000003
546526,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,2011-03-14 12:59:00,2.55,15061.0,United Kingdom,30.599999999999998
560047,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,4,2011-07-14 15:01:00,2.95,17259.0,United Kingdom,11.8
570348,22113,GREY HEART HOT WATER BOTTLE,4,2011-10-10 12:28:00,4.25,16982.0,United Kingdom,17.0
547960,22621,TRADITIONAL KNITTING NANCY,1,2011-03-28 15:27:00,1.45,15644.0,United Kingdom,1.45
574029,84949,SILVER HANGING T-LIGHT HOLDER,12,2011-11-02 12:34:00,1.65,12955.0,United Kingdom,19.799999999999997
539053,22941,CHRISTMAS LIGHTS 10 REINDEER,1,2010-12-15 16:32:00,8.5,16725.0,United Kingdom,8.5
556728,85099B,JUMBO BAG RED RETROSPOT,10,2011-06-14 11:36:00,2.08,15719.0,United Kingdom,20.8
562878,22219,LOVEBIRD HANGING DECORATION WHITE ,1,2011-08-10 10:45:00,0.85,16241.0,United Kingdom,0.85
571047,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-10-13 13:42:00,2.95,16042.0,United Kingdom,17.700000000000003
577769,23583,LUNCH BAG PAISLEY PARK  ,10,2011-11-21 15:27:00,1.65,16379.0,United Kingdom,16.5
577057,23344,JUMBO BAG 50'S CHRISTMAS ,3,2011-11-17 14:26:00,2.08,12748.0,United Kingdom,6.24
550651,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2011-04-19 16:52:00,1.65,15436.0,United Kingdom,1.65
553472,21519,GIN & TONIC DIET GREETING CARD ,24,2011-05-17 11:28:00,0.42,15093.0,United Kingdom,10.08
546248,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-03-10 13:46:00,2.1,16477.0,United Kingdom,12.600000000000001
559641,21714,CITRONELLA CANDLE GARDEN POT,6,2011-07-11 12:31:00,1.25,13184.0,United Kingdom,7.5
577782,22219,LOVEBIRD HANGING DECORATION WHITE ,1,2011-11-21 16:17:00,0.85,16549.0,United Kingdom,0.85
552977,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-05-12 14:13:00,1.69,18221.0,United Kingdom,13.52
562712,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-08-08 15:00:00,1.25,13016.0,United Kingdom,15.0
547909,21314,SMALL GLASS HEART TRINKET POT,4,2011-03-28 12:22:00,2.1,15033.0,United Kingdom,8.4
539259,22652,TRAVEL SEWING KIT,10,2010-12-16 14:32:00,1.65,13050.0,United Kingdom,16.5
580651,23298,SPOTTY BUNTING,3,2011-12-05 13:32:00,4.95,16851.0,United Kingdom,14.850000000000001
536993,21936,RED RETROSPOT PICNIC BAG,1,2010-12-03 15:19:00,2.95,14396.0,United Kingdom,2.95
572035,23326,HANGING MINI COLOURED BOTTLES,192,2011-10-20 12:03:00,0.55,14646.0,Netherlands,105.60000000000001
551014,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,2011-04-26 11:04:00,3.75,13209.0,United Kingdom,15.0
538839,21934,SKULL SHOULDER BAG,2,2010-12-14 13:10:00,1.65,14606.0,United Kingdom,3.3
578147,47471,RAINBOW PEGS PHOTO CLIP STRING,1,2011-11-23 11:09:00,0.65,12748.0,United Kingdom,0.65
572676,22730,ALARM CLOCK BAKELIKE IVORY,8,2011-10-25 13:30:00,3.75,16258.0,United Kingdom,30.0
547195,22499,WOODEN UNION JACK BUNTING,3,2011-03-21 12:42:00,5.95,17204.0,United Kingdom,17.85
537609,22730,ALARM CLOCK BAKELIKE IVORY,8,2010-12-07 13:22:00,3.75,17675.0,United Kingdom,30.0
543099,22970,LONDON BUS COFFEE MUG,72,2011-02-03 12:00:00,2.1,16684.0,United Kingdom,151.20000000000002
551724,22274,FELTCRAFT DOLL EMILY,1,2011-05-03 17:12:00,2.95,15976.0,United Kingdom,2.95
566633,23238,SET OF 4 KNICK KNACK TINS LONDON ,24,2011-09-14 10:40:00,4.15,17193.0,United Kingdom,99.60000000000001
571441,22947,WOODEN ADVENT CALENDAR RED,2,2011-10-17 13:31:00,16.63,14096.0,United Kingdom,33.26
549250,22855,FINE WICKER HEART ,6,2011-04-07 12:10:00,1.25,14446.0,United Kingdom,7.5
571409,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-10-17 12:25:00,2.95,14911.0,EIRE,17.700000000000003
558368,23201,JUMBO BAG ALPHABET,10,2011-06-28 15:36:00,2.08,14329.0,United Kingdom,20.8
542893,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-02-01 13:36:00,2.95,18202.0,United Kingdom,17.700000000000003
563090,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-08-11 17:00:00,0.65,16186.0,United Kingdom,10.4
551125,90164B,WHITE  ROSEBUD PEARL BRACELET,2,2011-04-26 12:47:00,7.5,17277.0,United Kingdom,15.0
562031,90160A,PURPLE BOUDICCA LARGE BRACELET,2,2011-08-01 17:37:00,6.95,16984.0,United Kingdom,13.9
570410,22555,PLASTERS IN TIN STRONGMAN,2,2011-10-10 13:04:00,1.65,16776.0,United Kingdom,3.3
539330,22313,OFFICE MUG WARMER PINK,6,2010-12-17 09:38:00,2.95,12370.0,Austria,17.700000000000003
578790,23419,HOME SWEET HOME BOTTLE ,1,2011-11-25 12:20:00,2.08,14966.0,United Kingdom,2.08
575339,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,6,2011-11-09 14:29:00,3.29,15555.0,United Kingdom,19.740000000000002
545660,79026B,"S/4 ICON COASTER,ELVIS LIVES",1,2011-03-04 14:28:00,1.25,17191.0,United Kingdom,1.25
566281,22637,PIGGY BANK RETROSPOT ,8,2011-09-11 14:15:00,2.55,12748.0,United Kingdom,20.4
564564,21232,STRAWBERRY CERAMIC TRINKET BOX,48,2011-08-26 10:50:00,1.25,13003.0,United Kingdom,60.0
574555,51014L,"FEATHER PEN,LIGHT PINK",12,2011-11-04 15:29:00,0.39,16426.0,United Kingdom,4.68
541520,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-01-19 09:13:00,1.95,12422.0,Australia,19.5
571406,23352,ROLL WRAP 50'S RED CHRISTMAS ,12,2011-10-17 12:12:00,1.25,13871.0,United Kingdom,15.0
558200,22384,LUNCH BAG PINK POLKADOT,1,2011-06-27 13:00:00,1.65,15976.0,United Kingdom,1.65
554116,21166,COOK WITH WINE METAL SIGN ,2,2011-05-22 15:11:00,2.08,14514.0,United Kingdom,4.16
543174,21790,VINTAGE SNAP CARDS,12,2011-02-04 09:34:00,0.85,16938.0,United Kingdom,10.2
537159,22112,CHOCOLATE HOT WATER BOTTLE,6,2010-12-05 13:17:00,4.95,14527.0,United Kingdom,29.700000000000003
572069,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,2011-10-20 13:24:00,8.95,14911.0,EIRE,17.9
579350,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-11-29 11:48:00,2.55,15218.0,United Kingdom,81.6
573584,20685,DOORMAT RED RETROSPOT,10,2011-10-31 14:36:00,7.08,16705.0,United Kingdom,70.8
577669,23178,JAM CLOCK MAGNET,6,2011-11-21 10:48:00,2.89,15567.0,United Kingdom,17.34
552817,22423,REGENCY CAKESTAND 3 TIER,2,2011-05-11 12:47:00,12.75,13136.0,United Kingdom,25.5
568517,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2011-09-27 12:52:00,4.95,14456.0,United Kingdom,4.95
572552,22116,METAL SIGN HIS DINNER IS SERVED,1,2011-10-24 17:07:00,1.63,14096.0,United Kingdom,1.63
573915,21411,GINGHAM HEART  DOORSTOP RED,1,2011-11-01 15:55:00,4.25,15511.0,United Kingdom,4.25
575923,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-11-11 17:11:00,2.08,17069.0,United Kingdom,20.8
578018,20711,JUMBO BAG TOYS ,10,2011-11-22 13:08:00,2.08,15311.0,United Kingdom,20.8
560601,21981,PACK OF 12 WOODLAND TISSUES ,1,2011-07-19 17:17:00,0.29,16764.0,United Kingdom,0.29
574672,23356,LOVE HOT WATER BOTTLE,1,2011-11-06 12:25:00,5.95,13532.0,United Kingdom,5.95
567533,23348,CHILDRENS TOY COOKING UTENSIL SET,6,2011-09-21 09:45:00,2.08,17651.0,United Kingdom,12.48
543001,48111,DOORMAT 3 SMILEY CATS,2,2011-02-02 12:26:00,7.95,14127.0,United Kingdom,15.9
575917,22534,MAGIC DRAWING SLATE SPACEBOY ,24,2011-11-11 16:57:00,0.42,13895.0,United Kingdom,10.08
576054,23120,PACK OF 6 SMALL FRUIT STRAWS,1,2011-11-13 14:55:00,0.42,15787.0,United Kingdom,0.42
580540,23283,DOORMAT VINTAGE LEAF,2,2011-12-05 08:49:00,8.25,13417.0,United Kingdom,16.5
554954,23203,JUMBO BAG DOILEY PATTERNS,10,2011-05-27 14:50:00,1.95,14227.0,United Kingdom,19.5
581013,23084,RABBIT NIGHT LIGHT,48,2011-12-07 09:32:00,1.79,17017.0,United Kingdom,85.92
567795,20677,PINK POLKADOT BOWL,24,2011-09-22 11:44:00,1.25,14646.0,Netherlands,30.0
565381,85053,FRENCH ENAMEL CANDLEHOLDER,6,2011-09-02 15:23:00,2.1,16173.0,United Kingdom,12.600000000000001
543293,22113,GREY HEART HOT WATER BOTTLE,4,2011-02-07 11:20:00,3.75,17613.0,United Kingdom,15.0
561073,23245,SET OF 3 REGENCY CAKE TINS,16,2011-07-24 15:46:00,4.15,13408.0,United Kingdom,66.4
565766,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,2011-09-06 14:23:00,4.95,17841.0,United Kingdom,4.95
572442,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,2011-10-24 12:09:00,2.95,12546.0,Spain,17.700000000000003
572923,22652,TRAVEL SEWING KIT,10,2011-10-27 08:35:00,1.65,15948.0,United Kingdom,16.5
565450,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-09-04 15:22:00,4.15,17722.0,United Kingdom,16.6
544904,22660,DOORMAT I LOVE LONDON,2,2011-02-24 13:46:00,7.95,13018.0,United Kingdom,15.9
550297,48116,DOORMAT MULTICOLOUR STRIPE,1,2011-04-15 15:58:00,7.95,14056.0,United Kingdom,7.95
562101,22731,3D CHRISTMAS STAMPS STICKERS ,18,2011-08-02 14:04:00,1.25,13850.0,United Kingdom,22.5
566272,23245,SET OF 3 REGENCY CAKE TINS,4,2011-09-11 13:51:00,4.95,14487.0,United Kingdom,19.8
546089,22614,PACK OF 12 SPACEBOY TISSUES,12,2011-03-09 11:44:00,0.29,17864.0,United Kingdom,3.4799999999999995
570715,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-10-12 10:23:00,1.25,18287.0,United Kingdom,30.0
561466,84508A,CAMOUFLAGE DESIGN TEDDY,1,2011-07-27 12:50:00,2.55,17243.0,United Kingdom,2.55
544193,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,2011-02-17 08:23:00,1.65,12431.0,Belgium,19.799999999999997
566580,23183,MOTHER'S KITCHEN SPOON REST ,6,2011-09-13 13:46:00,3.75,12822.0,United Kingdom,22.5
564346,23374,RED SPOT PAPER GIFT BAG,40,2011-08-24 14:54:00,0.82,15727.0,United Kingdom,32.8
557117,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-06-16 17:04:00,0.55,14849.0,United Kingdom,13.200000000000001
550495,85150,LADIES & GENTLEMEN METAL SIGN,12,2011-04-18 15:00:00,2.55,13769.0,United Kingdom,30.599999999999998
579885,21993,FLORAL FOLK STATIONERY SET,3,2011-11-30 17:37:00,1.25,15444.0,United Kingdom,3.75
547488,22567,20 DOLLY PEGS RETROSPOT,4,2011-03-23 11:30:00,1.25,13821.0,United Kingdom,5.0
581467,22754,SMALL RED BABUSHKA NOTEBOOK ,1,2011-12-08 19:24:00,0.21,13077.0,United Kingdom,0.21
547350,22617,BAKING SET SPACEBOY DESIGN,4,2011-03-22 12:05:00,4.95,17272.0,United Kingdom,19.8
550320,22561,WOODEN SCHOOL COLOURING SET,2,2011-04-17 12:37:00,1.65,12748.0,United Kingdom,3.3
575486,84978,HANGING HEART JAR T-LIGHT HOLDER,36,2011-11-09 17:07:00,1.06,14911.0,EIRE,38.160000000000004
548014,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2011-03-29 11:29:00,6.35,17719.0,United Kingdom,12.7
546005,22692,DOORMAT WELCOME TO OUR HOME,2,2011-03-08 15:17:00,7.95,14426.0,United Kingdom,15.9
540849,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-01-12 09:33:00,0.55,14270.0,United Kingdom,13.200000000000001
541371,22584,PACK OF 6 PANNETONE GIFT BOXES,1,2011-01-17 14:51:00,2.55,13983.0,United Kingdom,2.55
548952,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2,2011-04-05 10:46:00,1.65,15572.0,United Kingdom,3.3
565218,23007, SPACEBOY BABY GIFT SET,6,2011-09-01 17:45:00,14.95,12739.0,United Arab Emirates,89.69999999999999
576339,21990,MODERN FLORAL STATIONERY SET,18,2011-11-14 15:27:00,2.46,14096.0,United Kingdom,44.28
574720,21908,CHOCOLATE THIS WAY METAL SIGN,2,2011-11-06 14:39:00,2.1,14547.0,United Kingdom,4.2
547867,22082,RIBBON REEL STRIPES DESIGN ,5,2011-03-27 13:56:00,1.65,13357.0,United Kingdom,8.25
540907,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-01-12 11:52:00,3.75,13488.0,United Kingdom,15.0
560790,21523,DOORMAT FANCY FONT HOME SWEET HOME,20,2011-07-21 10:29:00,6.75,14051.0,United Kingdom,135.0
536984,22654,DELUXE SEWING KIT ,9,2010-12-03 14:35:00,5.95,17841.0,United Kingdom,53.550000000000004
579940,23571,TRADITIONAL NAUGHTS & CROSSES,12,2011-12-01 10:20:00,1.65,16938.0,United Kingdom,19.799999999999997
554066,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-05-22 10:40:00,2.55,12916.0,United Kingdom,15.299999999999999
567818,47566,PARTY BUNTING,4,2011-09-22 12:41:00,4.95,14395.0,United Kingdom,19.8
542785,22150,3 STRIPEY MICE FELTCRAFT,40,2011-02-01 10:14:00,1.65,13881.0,United Kingdom,66.0
571737,20725,LUNCH BAG RED RETROSPOT,10,2011-10-19 10:31:00,1.65,14367.0,United Kingdom,16.5
557222,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-06-17 13:14:00,1.25,14936.0,Channel Islands,30.0
546365,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-03-11 11:35:00,1.25,12520.0,Germany,15.0
566539,84987,SET OF 36 TEATIME PAPER DOILIES,2,2011-09-13 11:34:00,1.45,17228.0,United Kingdom,2.9
572465,23087,ZINC  HEART T-LIGHT HOLDER,16,2011-10-24 13:26:00,1.25,14474.0,United Kingdom,20.0
574476,22150,3 STRIPEY MICE FELTCRAFT,2,2011-11-04 12:20:00,1.95,17203.0,United Kingdom,3.9
567191,21394,RED POLKADOT BEAKER ,36,2011-09-19 09:15:00,0.39,12562.0,France,14.040000000000001
556942,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2011-06-15 16:42:00,0.85,14222.0,United Kingdom,10.2
550622,22968,ROSE COTTAGE KEEPSAKE BOX ,2,2011-04-19 13:49:00,9.95,13735.0,United Kingdom,19.9
577473,22948,METAL DECORATION NAUGHTY CHILDREN ,3,2011-11-20 11:28:00,0.85,15919.0,United Kingdom,2.55
578258,23213,STAR WREATH DECORATION WITH BELL,5,2011-11-23 13:01:00,1.25,13263.0,United Kingdom,6.25
562776,22424,ENAMEL BREAD BIN CREAM,2,2011-08-09 12:23:00,12.75,14180.0,United Kingdom,25.5
579139,85152,HAND OVER THE CHOCOLATE   SIGN ,192,2011-11-28 12:55:00,1.49,18102.0,United Kingdom,286.08
543037,21864,UNION JACK FLAG PASSPORT COVER ,12,2011-02-02 16:01:00,2.1,12350.0,Norway,25.200000000000003
536943,22585,PACK OF 6 BIRDY GIFT TAGS,5,2010-12-03 12:11:00,1.25,17884.0,United Kingdom,6.25
577411,23367,SET 12 COLOUR PENCILS SPACEBOY ,2,2011-11-20 11:00:00,0.65,17387.0,United Kingdom,1.3
548452,15056N,EDWARDIAN PARASOL NATURAL,3,2011-03-31 11:37:00,5.95,13060.0,United Kingdom,17.85
557069,22027,TEA PARTY BIRTHDAY CARD,12,2011-06-16 15:22:00,0.42,12562.0,France,5.04
579470,21790,VINTAGE SNAP CARDS,3,2011-11-29 15:06:00,0.85,16549.0,United Kingdom,2.55
547990,21277,FRENCH STYLE EMBOSSED HEART CABINET,1,2011-03-29 09:53:00,21.95,15589.0,United Kingdom,21.95
536839,22585,PACK OF 6 BIRDY GIFT TAGS,144,2010-12-02 18:25:00,1.06,15093.0,United Kingdom,152.64000000000001
576398,22112,CHOCOLATE HOT WATER BOTTLE,6,2011-11-15 10:48:00,4.95,15758.0,United Kingdom,29.700000000000003
547789,22763,KEY CABINET MA CAMPAGNE,2,2011-03-25 12:04:00,9.95,14911.0,EIRE,19.9
537377,22866,HAND WARMER SCOTTY DOG DESIGN,10,2010-12-06 13:01:00,2.1,15882.0,United Kingdom,21.0
570507,23265,SET OF 3 WOODEN TREE DECORATIONS,12,2011-10-11 09:53:00,1.25,16561.0,United Kingdom,15.0
574734,22701,PINK DOG BOWL,1,2011-11-06 15:20:00,2.95,15025.0,United Kingdom,2.95
537620,22792,FLUTED ANTIQUE CANDLE HOLDER,12,2010-12-07 14:00:00,0.85,13880.0,United Kingdom,10.2
568785,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-09-29 09:16:00,4.25,16929.0,United Kingdom,17.0
552302,22380,TOY TIDY SPACEBOY  ,1,2011-05-08 14:59:00,2.1,14606.0,United Kingdom,2.1
575726,20727,LUNCH BAG  BLACK SKULL.,1,2011-11-10 19:12:00,1.65,16791.0,United Kingdom,1.65
551187,22381,TOY TIDY PINK POLKADOT,50,2011-04-27 10:02:00,1.85,14911.0,EIRE,92.5
540013,84378,SET OF 3 HEART COOKIE CUTTERS,2,2011-01-04 11:30:00,1.25,16255.0,United Kingdom,2.5
536984,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,2010-12-03 14:35:00,2.55,17841.0,United Kingdom,15.299999999999999
568328,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-09-26 14:06:00,2.95,18016.0,United Kingdom,17.700000000000003
539263,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2010-12-16 14:36:00,0.85,16560.0,United Kingdom,10.2
543118,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-02-03 13:31:00,2.1,13842.0,United Kingdom,12.600000000000001
575216,22564,ALPHABET STENCIL CRAFT,24,2011-11-09 11:04:00,1.25,13384.0,United Kingdom,30.0
571705,21240,BLUE POLKADOT CUP,8,2011-10-18 15:22:00,0.85,12360.0,Austria,6.8
559525,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2011-07-10 10:30:00,0.42,16923.0,United Kingdom,3.36
571461,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-10-17 14:12:00,2.95,16932.0,United Kingdom,2.95
550321,21175,GIN + TONIC DIET METAL SIGN,1,2011-04-17 12:49:00,2.55,16770.0,United Kingdom,2.55
537391,22956,36 FOIL HEART CAKE CASES,6,2010-12-06 13:53:00,2.1,16550.0,United Kingdom,12.600000000000001
555819,22681,FRENCH BLUE METAL DOOR SIGN 6,10,2011-06-07 12:00:00,1.25,15073.0,United Kingdom,12.5
567181,82578,KITCHEN METAL SIGN,25,2011-09-18 15:15:00,0.55,17750.0,United Kingdom,13.750000000000002
554326,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2011-05-23 16:32:00,7.95,13737.0,United Kingdom,7.95
551417,22570,FELTCRAFT CUSHION RABBIT,4,2011-04-28 13:41:00,3.75,15632.0,United Kingdom,15.0
569416,22283,6 EGG HOUSE PAINTED WOOD,2,2011-10-04 10:15:00,7.95,13801.0,United Kingdom,15.9
569897,22532,MAGIC DRAWING SLATE LEAP FROG ,3,2011-10-06 16:01:00,0.42,17813.0,United Kingdom,1.26
563699,23014,GLASS APOTHECARY BOTTLE ELIXIR,4,2011-08-18 13:47:00,3.95,13381.0,United Kingdom,15.8
559876,22147,FELTCRAFT BUTTERFLY HEARTS,2,2011-07-13 11:09:00,1.45,15752.0,United Kingdom,2.9
563350,85099F,JUMBO BAG STRAWBERRY,2,2011-08-15 14:10:00,2.08,14498.0,United Kingdom,4.16
548188,22917,HERB MARKER ROSEMARY,2,2011-03-29 15:12:00,0.65,13263.0,United Kingdom,1.3
536623,21518,BANK ACCOUNT  GREETING  CARD ,12,2010-12-02 10:39:00,0.42,15601.0,United Kingdom,5.04
576326,22340,NOEL GARLAND PAINTED ZINC ,36,2011-11-14 15:18:00,0.39,16504.0,United Kingdom,14.040000000000001
578843,23360,SET 8 CANDLES VINTAGE DOILY,2,2011-11-25 16:13:00,1.95,17813.0,United Kingdom,3.9
544059,22727,ALARM CLOCK BAKELIKE RED ,2,2011-02-15 13:00:00,3.75,14534.0,United Kingdom,7.5
580520,23425,STORAGE TIN HOME SWEET HOME,3,2011-12-04 14:55:00,0.79,13521.0,United Kingdom,2.37
547578,82580,BATHROOM METAL SIGN,12,2011-03-24 10:38:00,0.55,13089.0,United Kingdom,6.6000000000000005
579286,23570,TRADITIONAL PICK UP STICKS GAME ,1,2011-11-29 10:57:00,1.25,17772.0,United Kingdom,1.25
